id,Question ID,Question Title,Question Slug,Question Text,Topic Tagged text,Difficulty Level,Success Rate,total submission,total accepted,Likes,Dislikes,Like / Dislike Ratio,Hints,Similar Questions ID,Similar Questions Text,title lowercase
778,920,Uncommon Words from Two Sentences,uncommon-words-from-two-sentences,"A sentence is a string of single-space separated words where each word consists only of lowercase letters. A word is uncommon if it appears exactly once in one of the sentences, and does not appear in the other sentence. Given two sentences s1 and s2, return a list of all the uncommon words. You may return the answer in any order. ","Hash Table,String",Easy,65.5,147023,96368,898,137,0.86763285,,2190,Count Common Words With One Occurrence,uncommon words from two sentences
779,815,Champagne Tower,champagne-tower,"We stack glasses in a pyramid, where the first row has 1 glass, the second row has 2 glasses, and so on until the 100th row.  Each glass holds one cup of champagne. Then, some champagne is poured into the first glass at the top.  When the topmost glass is full, any excess liquid poured will fall equally to the glass immediately to the left and right of it.  When those glasses become full, any excess champagne will fall equally to the left and right of those glasses, and so on.  (A glass at the bottom row has its excess champagne fall on the floor.) For example, after one cup of champagne is poured, the top most glass is full.  After two cups of champagne are poured, the two glasses on the second row are half full.  After three cups of champagne are poured, those two cups become full - there are 3 full glasses total now.  After four cups of champagne are poured, the third row has the middle glass half full, and the two outside glasses are a quarter full, as pictured below.  Now after pouring some non-negative integer cups of champagne, return how full the jth glass in the ith row is (both i and j are 0-indexed.) ",Dynamic Programming,Medium,51.2,146739,75161,2315,128,0.947605403,,1385,Number of Ways to Build House of Cards,champagne tower
780,1630,Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,Given two non-negative integers low and high. Return the count of odd numbers between low and high (inclusive). ,Math,Easy,48.1,146529,70473,616,48,0.927710843,"If the range (high - low + 1) is even, the number of even and odd numbers in this range will be the same. If the range (high - low + 1) is odd, the solution will depend on the parity of high and low.",,,count odd numbers in an interval range
782,820,Find Eventual Safe States,find-eventual-safe-states,"There is a directed graph of n nodes with each node labeled from 0 to n - 1. The graph is represented by a 0-indexed 2D integer array graph where graph[i] is an integer array of nodes adjacent to node i, meaning there is an edge from node i to each node in graph[i]. A node is a terminal node if there are no outgoing edges. A node is a safe node if every possible path starting from that node leads to a terminal node. Return an array containing all the safe nodes of the graph. The answer should be sorted in ascending order. ","Depth-First Search,Breadth-First Search,Graph,Topological Sort",Medium,52.5,145782,76472,2014,313,0.86549205,,,,find eventual safe states
784,407,Trapping Rain Water II,trapping-rain-water-ii,"Given an m x n integer matrix heightMap representing the height of each unit cell in a 2D elevation map, return the volume of water it can trap after raining. ","Array,Breadth-First Search,Heap (Priority Queue),Matrix",Hard,46.9,145379,68250,2670,60,0.978021978,,42,Trapping Rain Water,trapping rain water ii
785,741,Cherry Pickup,cherry-pickup,"You are given an n x n grid representing a field of cherries, each cell is one of three possible integers. Return the maximum number of cherries you can collect by following the rules below: ","Array,Dynamic Programming,Matrix",Hard,36.2,144841,52406,2555,120,0.955140187,,641742189,"Minimum Path Sum,Dungeon Game,Maximum Path Quality of a Graph",cherry pickup
786,793,Swap Adjacent in LR String,swap-adjacent-in-lr-string,"In a string composed of 'L', 'R', and 'X' characters, like ""RXXLRXRXL"", a move consists of either replacing one occurrence of ""XL"" with ""LX"", or replacing one occurrence of ""RX"" with ""XR"". Given the starting string start and the ending string end, return True if and only if there exists a sequence of moves to transform one string to the other. ","Two Pointers,String",Medium,36.3,144772,52578,782,682,0.534153005,"Think of the L and R's as people on a horizontal line, where X is a space.  The people can't cross each other, and also you can't go from XRX to RXX.",,,swap adjacent in lr string
787,491,Increasing Subsequences,increasing-subsequences,"Given an integer array nums, return all the different possible increasing subsequences of the given array with at least two elements. You may return the answer in any order. The given array may contain duplicates, and two equal integers should also be considered a special case of increasing sequence. ","Array,Hash Table,Backtracking,Bit Manipulation",Medium,50.7,144735,73425,1426,147,0.906547997,,646,Maximum Length of Pair Chain,increasing subsequences
789,1395,Minimum Time Visiting All Points,minimum-time-visiting-all-points,"On a 2D plane, there are n points with integer coordinates points[i] = [xi, yi]. Return the minimum time in seconds to visit all the points in the order given by points. You can move according to these rules: ","Array,Math,Geometry",Easy,79.1,144200,114133,1171,156,0.882441598,To walk from point A to point B there will be an optimal strategy to walk ? Advance in diagonal as possible then after that go in straight line. Repeat the process until visiting all the points.,,,minimum time visiting all points
790,1097,Stream of Characters,stream-of-characters,"Design an algorithm that accepts a stream of characters and checks if a suffix of these characters is a string of a given array of strings words. For example, if words = [""abc"", ""xyz""] and the stream added the four characters (one by one) 'a', 'x', 'y', and 'z', your algorithm should detect that the suffix ""xyz"" of the characters ""axyz"" matches ""xyz"" from words. Implement the StreamChecker class: ","Array,String,Design,Trie,Data Stream",Hard,51.3,143999,73934,1500,169,0.898741762,"Put the words into a trie, and manage a set of pointers within that trie.",,,stream of characters
792,1770,Minimum Deletions to Make Character Frequencies Unique,minimum-deletions-to-make-character-frequencies-unique,"A string s is called good if there are no two different characters in s that have the same frequency. Given a string s, return the minimum number of characters you need to delete to make s good. The frequency of a character in a string is the number of times it appears in the string. For example, in the string ""aab"", the frequency of 'a' is 2, while the frequency of 'b' is 1. ","String,Greedy,Sorting",Medium,56.4,143838,81115,1266,27,0.979118329,"As we can only delete characters, if we have multiple characters having the same frequency, we must decrease all the frequencies of them, except one. Sort the alphabet characters by their frequencies non-increasingly. Iterate on the alphabet characters, keep decreasing the frequency of the current character until it reaches a value that has not appeared before.",13552212,"Minimum Deletions to Make Array Beautiful,Removing Minimum and Maximum From Array",minimum deletions to make character frequencies unique
793,825,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,"There is a city composed of n x n blocks, where each block contains a single building shaped like a vertical square prism. You are given a 0-indexed n x n integer matrix grid where grid[r][c] represents the height of the building located in the block at row r and column c. A city's skyline is the the outer contour formed by all the building when viewing the side of the city from a distance. The skyline from each cardinal direction north, east, south, and west may be different. We are allowed to increase the height of any number of buildings by any amount (the amount can be different per building). The height of a 0-height building can also be increased. However, increasing the height of a building should not affect the city's skyline from any cardinal direction. Return the maximum total sum that the height of the buildings can be increased by without changing the city's skyline from any cardinal direction. ","Array,Greedy,Matrix",Medium,85.5,143254,122448,1688,413,0.80342694,,,,max increase to keep city skyline
795,1753,Path With Minimum Effort,path-with-minimum-effort,"You are a hiker preparing for an upcoming hike. You are given heights, a 2D array of size rows x columns, where heights[row][col] represents the height of cell (row, col). You are situated in the top-left cell, (0, 0), and you hope to travel to the bottom-right cell, (rows-1, columns-1) (i.e., 0-indexed). You can move up, down, left, or right, and you wish to find a route that requires the minimum effort. A route's effort is the maximum absolute difference in heights between two consecutive cells of the route. Return the minimum effort required to travel from the top-left cell to the bottom-right cell. ","Array,Binary Search,Depth-First Search,Breadth-First Search,Union Find,Heap (Priority Queue),Matrix",Medium,52,142763,74173,2084,98,0.955087076,"Consider the grid as a graph, where adjacent cells have an edge with cost of the difference between the cells. If you are given threshold k, check if it is possible to go from (0, 0) to (n-1, m-1) using only edges of ≤ k cost. Binary search the k value.",7941099,"Swim in Rising Water,Path With Maximum Minimum Value",path with minimum effort
797,1022,Unique Paths III,unique-paths-iii,"You are given an m x n integer array grid where grid[i][j] could be: Return the number of 4-directional walks from the starting square to the ending square, that walk over every non-obstacle square exactly once. ","Array,Backtracking,Bit Manipulation,Matrix",Hard,79.4,142480,113130,2750,132,0.954198473,,"37,63,212","Sudoku Solver,Unique Paths II,Word Search II",unique paths iii
798,330,Patching Array,patching-array,"Given a sorted integer array nums and an integer n, add/patch elements to the array such that any number in the range [1, n] inclusive can be formed by the sum of some elements in the array. Return the minimum number of patches required. ","Array,Greedy",Hard,39.5,141671,55966,1085,113,0.905676127,,1930,Maximum Number of Consecutive Values You Can Make,patching array
799,1584,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,You are given an array of unique integers salary where salary[i] is the salary of the ith employee. Return the average salary of employees excluding the minimum and maximum salary. Answers within 10-5 of the actual answer will be accepted. ,"Array,Sorting",Easy,65.1,141589,92237,624,87,0.877637131,Get the total sum and subtract the minimum and maximum value in the array.  Finally divide the result by n - 2.,,,average salary excluding the minimum and maximum salary
801,1610,XOR Operation in an Array,xor-operation-in-an-array,You are given an integer n and an integer start. Define an array nums where nums[i] = start + 2 * i (0-indexed) and n == nums.length. Return the bitwise XOR of all elements of nums. ,"Math,Bit Manipulation",Easy,84.2,141261,118966,796,281,0.739090065,"Simulate the process, create an array nums and return the Bitwise XOR of all elements of it.",,,xor operation in an array
802,1062,Partition Array Into Three Parts With Equal Sum,partition-array-into-three-parts-with-equal-sum,"Given an array of integers arr, return true if we can partition the array into three non-empty parts with equal sums. Formally, we can partition the array if we can find indexes i + 1 < j with (arr[0] + arr[1] + ... + arr[i] == arr[i + 1] + arr[i + 2] + ... + arr[j - 1] == arr[j] + arr[j + 1] + ... + arr[arr.length - 1]) ","Array,Greedy",Easy,44.5,141004,62772,1093,117,0.903305785,"If we have three parts with the same sum, what is the sum of each?
If you can find the first part, can you find the second part?",2102,Find the Middle Index in Array,partition array into three parts with equal sum
803,1585,The kth Factor of n,the-kth-factor-of-n,"You are given two positive integers n and k. A factor of an integer n is defined as an integer i where n % i == 0. Consider a list of all factors of n sorted in ascending order, return the kth factor in this list or return -1 if n has less than k factors. ",Math,Medium,62.1,140760,87388,704,205,0.774477448,"The factors of n will be always in the range [1, n]. Keep a list of all factors sorted.  Loop i from 1 to n and add i if n % i == 0. Return the kth factor if it exist in this list.",,,the kth factor of n
804,1446,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,"Given two numbers, hour and minutes, return the smaller angle (in degrees) formed between the hour and the minute hand. Answers within 10-5 of the actual value will be accepted as correct. ",Math,Medium,63.2,140671,88882,914,191,0.827149321,The tricky part is determining how the minute hand affects the position of the hour hand. Calculate the angles separately then find the difference.,,,angle between hands of a clock
806,386,Lexicographical Numbers,lexicographical-numbers,"Given an integer n, return all the numbers in the range [1, n] sorted in lexicographical order. You must write an algorithm that runs in O(n) time and uses O(1) extra space. ","Depth-First Search,Trie",Medium,58.7,140350,82427,1197,113,0.913740458,,,,lexicographical numbers
808,1114,Binary Search Tree to Greater Sum Tree,binary-search-tree-to-greater-sum-tree,"Given the root of a Binary Search Tree (BST), convert it to a Greater Tree such that every key of the original BST is changed to the original key plus the sum of all keys greater than the original key in BST. As a reminder, a binary search tree is a tree that satisfies these constraints: ","Tree,Depth-First Search,Binary Search Tree,Binary Tree",Medium,84.7,139515,118113,2499,133,0.949468085,What traversal method organizes all nodes in sorted order?,,,binary search tree to greater sum tree
811,979,DI String Match,di-string-match,"A permutation perm of n + 1 integers of all the integers in the range [0, n] can be represented as a string s of length n where: Given a string s, reconstruct the permutation perm and return it. If there are multiple valid permutations perm, return any of them. ","Array,Math,Two Pointers,String,Greedy",Easy,75.8,138777,105184,1646,656,0.715030408,,,,di string match
812,1146,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,"For two strings s and t, we say ""t divides s"" if and only if s = t + ... + t (i.e., t is concatenated with itself one or more times). Given two strings str1 and str2, return the largest string x such that x divides both str1 and str2. ","Math,String",Easy,51.5,138025,71079,1267,253,0.833552632,"The greatest common divisor must be a prefix of each string, so we can try all prefixes.",2106,Find Greatest Common Divisor of Array,greatest common divisor of strings
813,1018,Largest Perimeter Triangle,largest-perimeter-triangle,"Given an integer array nums, return the largest perimeter of a triangle with a non-zero area, formed from three of these lengths. If it is impossible to form any triangle of a non-zero area, return 0. ","Array,Math,Greedy,Sorting",Easy,56,137802,77188,1065,119,0.899493243,,830,Largest Triangle Area,largest perimeter triangle
815,857,Positions of Large Groups,positions-of-large-groups,"In a string s of lowercase letters, these letters form consecutive groups of the same character. For example, a string like s = ""abbxxxxzyy"" has the groups ""a"", ""bb"", ""xxxx"", ""z"", and ""yy"". A group is identified by an interval [start, end], where start and end denote the start and end indices (inclusive) of the group. In the above example, ""xxxx"" has the interval [3,6]. A group is considered large if it has 3 or more characters. Return the intervals of every large group sorted in increasing order by start index. ",String,Easy,51.4,137434,70621,619,111,0.847945205,,2260,Divide a String Into Groups of Size k,positions of large groups
816,1448,Maximum 69 Number,maximum-69-number,"You are given a positive integer num consisting only of digits 6 and 9. Return the maximum number you can get by changing at most one digit (6 becomes 9, and 9 becomes 6). ","Math,Greedy",Easy,78.9,137155,108154,967,117,0.892066421,Convert the number in an array of its digits. Brute force on every digit to get the maximum number.,,,maximum 69 number
817,1776,Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero,"You are given an integer array nums and an integer x. In one operation, you can either remove the leftmost or the rightmost element from the array nums and subtract its value from x. Note that this modifies the array for future operations. Return the minimum number of operations to reduce x to exactly 0 if it is possible, otherwise, return -1. ","Array,Hash Table,Binary Search,Sliding Window,Prefix Sum",Medium,33.5,136320,45728,1552,28,0.982278481,"Think in reverse; instead of finding the minimum prefix + suffix, find the maximum subarray. Finding the maximum subarray is standard and can be done greedily.",2.10E+13,"Minimum Size Subarray Sum,Subarray Sum Equals K,Minimum Operations to Convert Number,Removing Minimum Number of Magic Beans",minimum operations to reduce x to zero
819,746,Prefix and Suffix Search,prefix-and-suffix-search,Design a special dictionary with some words that searchs the words in it by a prefix and a suffix. Implement the WordFilter class: ,"String,Design,Trie",Hard,36.5,136211,49693,1040,329,0.759678598,"For a word like ""test"", consider ""#test"", ""t#test"", ""st#test"", ""est#test"", ""test#test"".  Then if we have a query like prefix = ""te"", suffix = ""t"", we can find it by searching for something we've inserted starting with ""t#te"".",211,Design Add and Search Words Data Structure,prefix and suffix search
820,731,My Calendar II,my-calendar-ii,"You are implementing a program to use as your calendar. We can add a new event if adding the event will not cause a triple booking. A triple booking happens when three events have some non-empty intersection (i.e., some moment is common to all the three events.). The event can be represented as a pair of integers start and end that represents a booking on the half-open interval [start, end), the range of real numbers x such that start <= x < end. Implement the MyCalendarTwo class: ","Design,Segment Tree,Ordered Set",Medium,53.3,135700,72357,1129,123,0.901757188,"Store two sorted lists of intervals: one list will be all times that are at least single booked, and another list will be all times that are definitely double booked.  If none of the double bookings conflict, then the booking will succeed, and you should update your single and double bookings accordingly.",729732,"My Calendar I,My Calendar III",my calendar ii
821,951,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,"Given an integer array nums, partition it into two (contiguous) subarrays left and right so that: Return the length of left after such a partitioning. Test cases are generated such that partitioning exists. ",Array,Medium,48.4,135680,65661,1157,59,0.951480263,,2138,Sum of Beauty in the Array,partition array into disjoint intervals
825,819,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,"You are given two integer arrays of the same length nums1 and nums2. In one operation, you are allowed to swap nums1[i] with nums2[i]. Return the minimum number of needed operations to make nums1 and nums2 strictly increasing. The test cases are generated so that the given input always makes it possible. An array arr is strictly increasing if and only if arr[0] < arr[1] < arr[2] < ... < arr[arr.length - 1]. ","Array,Dynamic Programming",Hard,39.2,133894,52429,1974,123,0.941344778,,2234,Minimum Operations to Make the Array K-Increasing,minimum swaps to make sequences increasing
827,1380,Number of Closed Islands,number-of-closed-islands,"Given a 2D grid consists of 0s (land) and 1s (water).  An island is a maximal 4-directionally connected group of 0s and a closed island is an island totally (all left, top, right, bottom) surrounded by 1s. Return the number of closed islands. ","Array,Depth-First Search,Breadth-First Search,Union Find,Matrix",Medium,63.3,133520,84486,1755,39,0.97826087,Exclude connected group of 0s on the corners because they are not closed island. Return number of connected component of 0s on the grid.,,,number of closed islands
828,924,Fair Candy Swap,fair-candy-swap,"Alice and Bob have a different total number of candies. You are given two integer arrays aliceSizes and bobSizes where aliceSizes[i] is the number of candies of the ith box of candy that Alice has and bobSizes[j] is the number of candies of the jth box of candy that Bob has. Since they are friends, they would like to exchange one candy box each so that after the exchange, they both have the same total amount of candy. The total amount of candy a person has is the sum of the number of candies in each box they have. Return an integer array answer where answer[0] is the number of candies in the box that Alice must exchange, and answer[1] is the number of candies in the box that Bob must exchange. If there are multiple answers, you may return any one of them. It is guaranteed that at least one answer exists. ","Array,Hash Table,Binary Search,Sorting",Easy,60.4,133364,80560,1249,230,0.84448952,,,,fair candy swap
830,1400,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,"Tic-tac-toe is played by two players A and B on a 3 x 3 grid. The rules of Tic-Tac-Toe are: Given a 2D integer array moves where moves[i] = [rowi, coli] indicates that the ith move will be played on grid[rowi][coli]. return the winner of the game if it exists (A or B). In case the game ends in a draw return ""Draw"". If there are still movements to play return ""Pending"". You can assume that moves is valid (i.e., it follows the rules of Tic-Tac-Toe), the grid is initially empty, and A will play first. ","Array,Hash Table,Matrix,Simulation",Easy,54.8,133041,72953,841,221,0.791902072,"It's straightforward to check if A or B won or not, check for each row/column/diag if all the three are the same. Then if no one wins, the game is a draw iff the board is full, i.e. moves.length = 9 otherwise is pending.",,,find winner on a tic tac toe game
833,903,Implement Rand10() Using Rand7(),implement-rand10-using-rand7,"Given the API rand7() that generates a uniform random integer in the range [1, 7], write a function rand10() that generates a uniform random integer in the range [1, 10]. You can only call the API rand7(), and you shouldn't call any other API. Please do not use a language's built-in random API. Each test case will have one internal argument n, the number of times that your implemented function rand10() will be called while testing. Note that this is not an argument passed to rand10(). ","Math,Rejection Sampling,Randomized,Probability and Statistics",Medium,46.8,132350,61882,864,283,0.753269398,,,,implement rand10() using rand7()
834,1950,Sign of the Product of an Array,sign-of-the-product-of-an-array,There is a function signFunc(x) that returns: You are given an integer array nums. Let product be the product of all values in the array nums. Return signFunc(product). ,"Array,Math",Easy,67,132267,88556,514,70,0.880136986,If there is a 0 in the array the answer is 0 To avoid overflow make all the negative numbers -1 and all positive numbers 1 and calculate the prod,,,sign of the product of an array
835,1512,Design Underground System,design-underground-system,"An underground railway system is keeping track of customer travel times between different stations. They are using this data to calculate the average time it takes to travel from one station to another. Implement the UndergroundSystem class: You may assume all calls to the checkIn and checkOut methods are consistent. If a customer checks in at time t1 then checks out at time t2, then t1 < t2. All events happen in chronological order. ","Hash Table,String,Design",Medium,71.8,131536,94506,1211,66,0.948316366,Use two hash tables. The first to save the check-in time for a customer and the second to update the total time between two stations.,2285,Design Bitset,design underground system
836,796,Reaching Points,reaching-points,"Given four integers sx, sy, tx, and ty, return true if it is possible to convert the point (sx, sy) to the point (tx, ty) through some operations, or false otherwise. The allowed operation on some point (x, y) is to convert it to either (x, x + y) or (x + y, y). ",Math,Hard,31.6,131046,41397,936,161,0.853236098,,,,reaching points
838,1465,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,"Given the root of a binary tree, split the binary tree into two subtrees by removing one edge such that the product of the sums of the subtrees is maximized. Return the maximum product of the sums of the two subtrees. Since the answer may be too large, return it modulo 109 + 7. Note that you need to maximize the answer before taking the mod and not after taking it. ","Tree,Depth-First Search,Binary Tree",Medium,42.9,130468,55984,1221,55,0.956896552,"If we know the sum of a subtree, the answer is max( (total_sum - subtree_sum) * subtree_sum) in each node.",2175,Count Nodes With the Highest Score,maximum product of splitted binary tree
839,1708,Design Parking System,design-parking-system,"Design a parking system for a parking lot. The parking lot has three kinds of parking spaces: big, medium, and small, with a fixed number of slots for each size. Implement the ParkingSystem class: ","Design,Simulation,Counting",Easy,87.5,130404,114110,633,275,0.697136564,Record number of parking slots still available for each car type.,,,design parking system
842,1329,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position,"We have n chips, where the position of the ith chip is position[i]. We need to move all the chips to the same position. In one step, we can change the position of the ith chip from position[i] to: Return the minimum cost needed to move all the chips to the same position. ","Array,Math,Greedy",Easy,72.7,129741,94327,1457,197,0.8808948,"The first move keeps the parity of the element as it is. The second move changes the parity of the element. Since the first move is free, if all the numbers have the same parity, the answer would be zero. Find the minimum cost to make all the numbers have the same parity.",1895,Minimum Number of Operations to Move All Balls to Each Box,minimum cost to move chips to the same position
845,1252,Break a Palindrome,break-a-palindrome,"Given a palindromic string of lowercase English letters palindrome, replace exactly one character with any lowercase English letter so that the resulting string is not a palindrome and that it is the lexicographically smallest one possible. Return the resulting string. If there is no way to replace a character to make it not a palindrome, return an empty string. A string a is lexicographically smaller than a string b (of the same length) if in the first position where a and b differ, a has a character strictly smaller than the corresponding character in b. For example, ""abcc"" is lexicographically smaller than ""abcd"" because the first position they differ is at the fourth character, and 'c' is smaller than 'd'. ","String,Greedy",Medium,52.3,129419,67722,730,433,0.627687016,How to detect if there is impossible to perform the replacement? Only when the length = 1. Change the first non 'a' character to 'a'. What if the string has only 'a'? Change the last character to 'b'.,,,break a palindrome
848,679,24 Game,24-game,"You are given an integer array cards of length 4. You have four cards, each containing a number in the range [1, 9]. You should arrange the numbers on these cards in a mathematical expression using the operators ['+', '-', '*', '/'] and the parentheses '(' and ')' to get the value 24. You are restricted with the following rules: Return true if you can get such expression that evaluates to 24, and false otherwise. ","Array,Math,Backtracking",Hard,48.7,128862,62810,1168,218,0.842712843,,,,24 game
849,926,Find and Replace Pattern,find-and-replace-pattern,"Given a list of strings words and a string pattern, return a list of words[i] that match pattern. You may return the answer in any order. A word matches the pattern if there exists a permutation of letters p so that after replacing every letter x in the pattern with p(x), we get the desired word. Recall that a permutation of letters is a bijection from letters to letters: every letter maps to another letter, and no two letters map to the same letter. ","Array,Hash Table,String",Medium,75.6,128437,97113,1791,117,0.938679245,,,,find and replace pattern
850,689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,"Given an integer array nums and an integer k, find three non-overlapping subarrays of length k with maximum sum and return them. Return the result as a list of indices representing the starting position of each interval (0-indexed). If there are multiple answers, return the lexicographically smallest one. ","Array,Dynamic Programming",Hard,48.5,128154,62143,1590,97,0.942501482,,123,Best Time to Buy and Sell Stock III,maximum sum of 3 non-overlapping subarrays
852,1442,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,"There are n computers numbered from 0 to n - 1 connected by ethernet cables connections forming a network where connections[i] = [ai, bi] represents a connection between computers ai and bi. Any computer can reach any other computer directly or indirectly through the network. You are given an initial computer network connections. You can extract certain cables between two directly connected computers, and place them between any pair of disconnected computers to make them directly connected. Return the minimum number of times you need to do this in order to make all the computers connected. If it is not possible, return -1. ","Depth-First Search,Breadth-First Search,Union Find,Graph",Medium,57.7,127191,73342,2025,32,0.984443364,"As long as there are at least (n - 1) connections, there is definitely a way to connect all computers. Use DFS to determine the number of isolated computer clusters.",,,number of operations to make network connected
853,1677,Matrix Diagonal Sum,matrix-diagonal-sum,"Given a square matrix mat, return the sum of the matrix diagonals. Only include the sum of all the elements on the primary diagonal and all the elements on the secondary diagonal that are not part of the primary diagonal. ","Array,Matrix",Easy,79.1,127163,100523,1053,20,0.981360671,"There will be overlap of elements in the primary and secondary diagonals if and only if the length of the matrix is odd, which is at the center.",2254,Check if Every Row and Column Contains All Numbers,matrix diagonal sum
854,1034,Subarrays with K Different Integers,subarrays-with-k-different-integers,"Given an integer array nums and an integer k, return the number of good subarrays of nums. A good array is an array where the number of different integers in that array is exactly k. A subarray is a contiguous part of an array. ","Array,Hash Table,Sliding Window,Counting",Hard,53.3,126886,67665,2888,40,0.986338798,,3.16E+14,"Longest Substring Without Repeating Characters,Longest Substring with At Most Two Distinct Characters,Longest Substring with At Most K Distinct Characters,Count Vowel Substrings of a String,Number of Unique Flavors After Sharing K Candies",subarrays with k different integers
855,794,Swim in Rising Water,swim-in-rising-water,"You are given an n x n integer matrix grid where each value grid[i][j] represents the elevation at that point (i, j). The rain starts to fall. At time t, the depth of the water everywhere is t. You can swim from a square to another 4-directionally adjacent square if and only if the elevation of both squares individually are at most t. You can swim infinite distances in zero time. Of course, you must stay within the boundaries of the grid during your swim. Return the least time until you can reach the bottom right square (n - 1, n - 1) if you start at the top left square (0, 0). ","Array,Binary Search,Depth-First Search,Breadth-First Search,Union Find,Heap (Priority Queue),Matrix",Hard,58.7,126837,74390,1876,133,0.933797909,"Use either Dijkstra's, or binary search for the best time T for which you can reach the end if you only step on squares at most T.",1753,Path With Minimum Effort,swim in rising water
856,1751,Slowest Key,slowest-key,"A newly designed keypad was tested, where a tester pressed a sequence of n keys, one at a time. You are given a string keysPressed of length n, where keysPressed[i] was the ith key pressed in the testing sequence, and a sorted list releaseTimes, where releaseTimes[i] was the time the ith key was released. Both arrays are 0-indexed. The 0th key was pressed at the time 0, and every subsequent key was pressed at the exact time the previous key was released. The tester wants to know the key of the keypress that had the longest duration. The ith keypress had a duration of releaseTimes[i] - releaseTimes[i - 1], and the 0th keypress had a duration of releaseTimes[0]. Note that the same key could have been pressed multiple times during the test, and these multiple presses of the same key may not have had the same duration. Return the key of the keypress that had the longest duration. If there are multiple such keypresses, return the lexicographically largest key of the keypresses. ","Array,String",Easy,59.6,126419,75374,521,85,0.859735974,"Get for each press its key and amount of time taken. Iterate on the presses, maintaining the answer so far. The current press will change the answer if and only if its amount of time taken is longer than that of the previous answer, or they are equal but the key is larger than that of the previous answer.",,,slowest key
858,1547,Destination City,destination-city,"You are given the array paths, where paths[i] = [cityAi, cityBi] means there exists a direct path going from cityAi to cityBi. Return the destination city, that is, the city without any path outgoing to another city. It is guaranteed that the graph of paths forms a line without any loop, therefore, there will be exactly one destination city. ","Hash Table,String",Easy,77.7,125127,97208,934,59,0.940584089,"Start in any city and use the path to move to the next city. Eventually, you will reach a city with no path outgoing, this is the destination city.",,,destination city
859,790,Global and Local Inversions,global-and-local-inversions,"You are given an integer array nums of length n which represents a permutation of all the integers in the range [0, n - 1]. The number of global inversions is the number of the different pairs (i, j) where: The number of local inversions is the number of indices i where: Return true if the number of global inversions is equal to the number of local inversions. ","Array,Math",Medium,45.2,124782,56436,1183,300,0.79770735,Where can the 0 be placed in an ideal permutation?  What about the 1?,,,global and local inversions
861,1212,Sequential Digits,sequential-digits,"An integer has sequential digits if and only if each digit in the number is one more than the previous digit. Return a sorted list of all the integers in the range [low, high] inclusive that have sequential digits. ",Enumeration,Medium,60.9,124148,75563,1588,98,0.941874259,Generate all numbers with sequential digits and check if they are in the given range. Fix the starting digit then do a recursion that tries to append all valid digits.,,,sequential digits
863,1331,Path with Maximum Gold,path-with-maximum-gold,"In a gold mine grid of size m x n, each cell in this mine has an integer representing the amount of gold in that cell, 0 if it is empty. Return the maximum amount of gold you can collect under the conditions: ","Array,Backtracking,Matrix",Medium,65.8,122990,80868,1830,48,0.974440895,Use recursion to try all such paths and find the one with the maximum value.,,,path with maximum gold
864,1511,Count Number of Teams,count-number-of-teams,There are n soldiers standing in a line. Each soldier is assigned a unique rating value. You have to form a team of 3 soldiers amongst them under the following rules: Return the number of teams you can form given the conditions. (soldiers can be part of multiple teams). ,"Array,Dynamic Programming,Binary Indexed Tree",Medium,69.5,122315,85059,1871,159,0.921674877,"BruteForce, check all possibilities.",,,count number of teams
865,780,Max Chunks To Make Sorted,max-chunks-to-make-sorted,"You are given an integer array arr of length n that represents a permutation of the integers in the range [0, n - 1]. We split arr into some number of chunks (i.e., partitions), and individually sort each chunk. After concatenating them, the result should equal the sorted array. Return the largest number of chunks we can make to sort the array. ","Array,Stack,Greedy,Sorting,Monotonic Stack",Medium,57.6,122156,70386,1828,182,0.909452736,"The first chunk can be found as the smallest k for which A[:k+1] == [0, 1, 2, ...k]; then we repeat this process.",779,Max Chunks To Make Sorted II,max chunks to make sorted
868,1464,Reduce Array Size to The Half,reduce-array-size-to-the-half,You are given an integer array arr. You can choose a set of integers and remove all the occurrences of these integers in the array. Return the minimum size of the set so that at least half of the integers of the array are removed. ,"Array,Hash Table,Greedy,Sorting,Heap (Priority Queue)",Medium,68.4,121669,83223,1228,84,0.93597561,"Count the frequency of each integer in the array. Start with an empty set, add to the set the integer with the maximum frequency. Keep Adding the integer with the max frequency until you remove at least half of the integers.",,,reduce array size to the half
